K,width,update,lead_hours,pressure_hpa,field,rmse,baseline_rmse,rmse_ratio
1,256,400,6,250,u_component_of_wind,4.915854515348421,1.2270676950135933,4.006180372382768
1,256,400,6,300,u_component_of_wind,9.519648132705521,1.2830383898066335,7.419612856744081
1,256,400,6,350,u_component_of_wind,8.44730091236086,1.2326156977467604,6.853150521936926
1,256,400,6,400,u_component_of_wind,4.367496065329396,1.156851315813363,3.775330507584444
1,256,400,6,450,u_component_of_wind,2.3197979569994867,1.0782033970540394,2.1515402041375857
1,256,400,6,500,u_component_of_wind,1.7020663949187955,1.0116793591201603,1.6824168444032037
1,256,400,6,550,u_component_of_wind,2.531226955874162,0.9726858959108473,2.6023066300389375
1,256,400,6,600,u_component_of_wind,2.464048484034163,0.9395080895405804,2.6227006573611122
1,256,400,6,650,u_component_of_wind,3.8953239249790315,0.9249772579484165,4.2112645381344755
1,256,400,6,700,u_component_of_wind,3.47689079472475,0.9065132547455201,3.835454999166886
1,256,400,6,750,u_component_of_wind,1.999821289346555,0.891739235815678,2.242607714257755
1,256,400,6,775,u_component_of_wind,1.8579519252222252,0.8804262263120204,2.110286892525817
1,256,400,6,800,u_component_of_wind,2.803019573422028,0.8758255989947605,3.2004312007313187
1,256,400,6,825,u_component_of_wind,2.241540445612436,0.871877105839213,2.5709362369996778
1,256,400,6,850,u_component_of_wind,2.8116287727616585,0.8621702091975713,3.2611063833653726
1,256,400,6,875,u_component_of_wind,4.14938654355437,0.8469161548081213,4.899406535106727
1,256,400,6,900,u_component_of_wind,3.9359301263480693,0.8358403242679547,4.708949798270661
1,256,400,6,925,u_component_of_wind,2.176860168118877,0.8269162330630735,2.6325038511522796
1,256,400,6,950,u_component_of_wind,2.8099083602333583,0.8123438089459414,3.459013695050328
1,256,400,6,975,u_component_of_wind,2.358238858689383,0.772936429394987,3.0510126952293937
1,256,400,6,1000,u_component_of_wind,2.338140400330181,0.706530603585151,3.309326430399117
1,256,400,6,1,v_component_of_wind,12.86419430805253,10.217615421462448,1.2590211881561773
1,256,400,6,2,v_component_of_wind,9.465184850209212,8.013975230005627,1.181084864696115
1,256,400,6,3,v_component_of_wind,8.07782437963064,6.99604354491347,1.1546275159341577
1,256,400,6,5,v_component_of_wind,6.3715207135573895,5.856882113139169,1.0878690385902927
1,256,400,6,7,v_component_of_wind,5.353075418784433,5.04879805780746,1.060267286885527
1,256,400,6,10,v_component_of_wind,4.966560841346224,4.212054649797571,1.1791301999334018
1,256,400,6,20,v_component_of_wind,5.467734092428569,3.132682837034625,1.745383869630507
1,256,400,6,30,v_component_of_wind,4.105217779697304,2.934383552770658,1.399005176341429
1,256,400,6,50,v_component_of_wind,5.080954825226175,1.0162184764490427,4.999864638340842
1,256,400,6,70,v_component_of_wind,13.65329795343215,1.0146993114070182,13.455511204102425
1,256,400,6,100,v_component_of_wind,4.105578546253942,1.0124299104952352,4.055173107485216
1,256,400,6,125,v_component_of_wind,3.0826742161618963,0.9845476252423212,3.131056474188514
1,256,400,6,150,v_component_of_wind,5.602727233113439,0.990590970267721,5.655944180067807
1,256,400,6,175,v_component_of_wind,4.56402022646876,1.0026061549574068,4.552156600976234
1,256,400,6,200,v_component_of_wind,1.9438707055945412,1.0506483400486595,1.8501630198211831
1,256,400,6,225,v_component_of_wind,2.96997959739586,1.1539458111821337,2.573760022884724
1,256,400,6,250,v_component_of_wind,9.469804150942487,1.2472675204999661,7.592440270669859
1,256,400,6,300,v_component_of_wind,12.46858341524926,1.347740651303455,9.251470899234494
1,256,400,6,350,v_component_of_wind,4.722322696346772,1.3290593707296534,3.5531314855815794
1,256,400,6,400,v_component_of_wind,4.379067781750241,1.2521074225075,3.497357896801391
1,256,400,6,450,v_component_of_wind,2.9542152950595537,1.1675815532403064,2.5302003845991994
1,256,400,6,500,v_component_of_wind,1.685429027086486,1.093600898328093,1.5411737770727743
1,256,400,6,550,v_component_of_wind,1.8704230196959795,1.0396268502141275,1.7991291965100136
1,256,400,6,600,v_component_of_wind,2.4583817201064138,0.9974577749310111,2.464647408534609
1,256,400,6,650,v_component_of_wind,7.7925388888574325,0.9792344605076282,7.95778662121208
1,256,400,6,700,v_component_of_wind,1.7843535597227327,0.9604954173243057,1.8577429184342023
1,256,400,6,750,v_component_of_wind,3.093047520747275,0.9424057204498179,3.282076343160288
1,256,400,6,775,v_component_of_wind,4.082421803042142,0.9308451007215435,4.385715517949934
1,256,400,6,800,v_component_of_wind,5.875931155681002,0.9278565426619727,6.332801338904458
1,256,400,6,825,v_component_of_wind,2.647377820232225,0.924852716790928,2.8624858554972388
1,256,400,6,850,v_component_of_wind,2.296701957052698,0.9187872484327434,2.49971030940012
1,256,400,6,875,v_component_of_wind,2.800618316301918,0.905953755531246,3.091347984599558
1,256,400,6,900,v_component_of_wind,3.8624593216318917,0.8963129279150315,4.309275478840404
1,256,400,6,925,v_component_of_wind,3.1905041452540464,0.891872274973568,3.577310602405038
1,256,400,6,950,v_component_of_wind,3.6342972781294502,0.8758473474280674,4.149464274569755
1,256,400,6,975,v_component_of_wind,6.3971841986681275,0.8252007431177929,7.752276342478965
1,256,400,6,1000,v_component_of_wind,7.036816161688836,0.7474144380338668,9.414878551449636
1,256,400,6,1,specific_humidity,4.2744424727476957e-07,9.093771566984339e-07,0.4700406691835541
1,256,400,6,2,specific_humidity,2.643065808516469e-07,7.335056784697729e-07,0.36033338065362874
1,256,400,6,3,specific_humidity,1.644288538028775e-07,5.95589768955808e-07,0.27607736461147625
1,256,400,6,5,specific_humidity,2.0137981284107844e-07,4.224884578703961e-07,0.47665163175381786
1,256,400,6,7,specific_humidity,2.708158260680418e-07,3.348673087158939e-07,0.8087257818821776
1,256,400,6,10,specific_humidity,3.5048422041904955e-07,2.470444360450041e-07,1.4187092250691362
1,256,400,6,20,specific_humidity,3.3170852753856404e-07,1.196116131921905e-07,2.7732133919603505
1,256,400,6,30,specific_humidity,1.309258914079396e-07,1.0382307119485337e-07,1.2610481456690885
1,256,400,6,50,specific_humidity,3.388953272862052e-07,1.2568902329994858e-08,26.96300109496864
1,256,400,6,70,specific_humidity,3.4768891835704694e-07,2.414820950784697e-08,14.398124144320732
1,256,400,6,100,specific_humidity,5.218685107376713e-07,8.178295415058188e-08,6.381140375252124
1,256,400,6,125,specific_humidity,1.0297439537999275e-06,2.1831824920281115e-07,4.716710387519305
1,256,400,6,150,specific_humidity,3.6474467216647353e-06,5.992997945378687e-07,6.086180497487655
1,256,400,6,175,specific_humidity,4.71833280304816e-06,1.5910159323679622e-06,2.9656100275662904
1,256,400,6,200,specific_humidity,1.3498424641519385e-05,3.764010817253872e-06,3.5861811500763694
1,256,400,6,225,specific_humidity,4.629841777053675e-05,7.610957609189218e-06,6.083126479989532
1,256,400,6,250,specific_humidity,5.985046260088941e-05,1.317197315186294e-05,4.543773503852354
1,256,400,6,300,specific_humidity,0.00016311065534340473,2.9177964649465544e-05,5.590199909519475
1,256,400,6,350,specific_humidity,0.00022933595630133489,5.435803037432676e-05,4.218989443179862
1,256,400,6,400,specific_humidity,0.0005201232029286419,8.676819061223045e-05,5.994399551940498
1,256,400,6,450,specific_humidity,0.00042553960897651093,0.00012779900835098047,3.329756736514194
1,256,400,6,500,specific_humidity,0.0006904109179251229,0.00016685150995882826,4.137876355422174
1,256,400,6,550,specific_humidity,0.0011647263261789502,0.00021487303231659992,5.420532831047918
1,256,400,6,600,specific_humidity,0.001401417406476735,0.00025206401385736966,5.559767874162817
1,256,400,6,650,specific_humidity,0.00135517575151152,0.0002942486987821947,4.605545435273555
1,256,400,6,700,specific_humidity,0.0008901282187645855,0.0003363237500858548,2.6466409777405215
1,256,400,6,750,specific_humidity,0.0017112632471223057,0.00037860520076298974,4.519914791644851
1,256,400,6,775,specific_humidity,0.0021974967913557823,0.00039260193803214373,5.5972642477782815
1,256,400,6,800,specific_humidity,0.002832333912882095,0.00040466835784564294,6.9991484581615415
1,256,400,6,825,specific_humidity,0.0017626949016531412,0.000413348603569168,4.2644268939889605
1,256,400,6,850,specific_humidity,0.001922424954430189,0.0004130505235106746,4.654212608401421
1,256,400,6,875,specific_humidity,0.003459547084133321,0.00039473209948691704,8.764291246215166
1,256,400,6,900,specific_humidity,0.002375250601855311,0.00036987817005644063,6.421710698668336
1,256,400,6,925,specific_humidity,0.001089111784666266,0.00034080341872750274,3.195718484083314
1,256,400,6,950,specific_humidity,0.0007941563911324927,0.000303403494668488,2.617492563822387
1,256,400,6,975,specific_humidity,0.0007332268408270405,0.0002819638950214839,2.60042811783109
1,256,400,6,1000,specific_humidity,0.0007168626896652048,0.000275698375966985,2.600170157516813
1,256,400,6,1,specific_cloud_ice_water_content,1.6830071862823286e-06,1.4206039464794252e-06,1.1847124530754665
1,256,400,6,2,specific_cloud_ice_water_content,1.67848438395618e-06,1.4056207277356892e-06,1.194123244511374
1,256,400,6,3,specific_cloud_ice_water_content,1.682245765102997e-06,1.4049656067194154e-06,1.1973572570441982
1,256,400,6,5,specific_cloud_ice_water_content,1.6828923341591178e-06,1.3990578523496726e-06,1.2028754431653803
1,256,400,6,7,specific_cloud_ice_water_content,1.6835340473236881e-06,1.4027574858603023e-06,1.2001604441919533
1,256,400,6,10,specific_cloud_ice_water_content,1.681508803461546e-06,1.4106221265270812e-06,1.1920334807177464
1,256,400,6,20,specific_cloud_ice_water_content,1.4542275632070546e-06,1.1857876167668038e-06,1.2263811349052416
1,256,400,6,30,specific_cloud_ice_water_content,1.3203037981502377e-06,1.01028739149733e-06,1.3068596215908796
1,256,400,6,50,specific_cloud_ice_water_content,1.4567286150358313e-06,7.708389414940023e-07,1.8897963460596205
1,256,400,6,70,specific_cloud_ice_water_content,1.5075325842240629e-06,6.990539799351904e-07,2.156532438830871
1,256,400,6,100,specific_cloud_ice_water_content,1.791984230908062e-06,9.788538346792786e-07,1.8306964404907353
1,256,400,6,125,specific_cloud_ice_water_content,2.8749892943387195e-06,2.300681746129077e-06,1.2496249423354278
1,256,400,6,150,specific_cloud_ice_water_content,4.300029827755187e-06,3.7490564957738998e-06,1.146963197967907
1,256,400,6,175,specific_cloud_ice_water_content,5.796274775193447e-06,4.960764079174599e-06,1.1684237917151394
1,256,400,6,200,specific_cloud_ice_water_content,6.995756870019103e-06,6.1763666793779366e-06,1.1326654055979222
1,256,400,6,225,specific_cloud_ice_water_content,8.382406414703859e-06,7.1781582016565255e-06,1.1677656272286427
1,256,400,6,250,specific_cloud_ice_water_content,9.57997109377976e-06,7.50072130594897e-06,1.2772066449371604
1,256,400,6,300,specific_cloud_ice_water_content,1.0118582847238382e-05,7.689260186203563e-06,1.315937112570807
1,256,400,6,350,specific_cloud_ice_water_content,9.933512704831728e-06,7.394346892745032e-06,1.343392844414427
1,256,400,6,400,specific_cloud_ice_water_content,9.173700877290724e-06,6.521993740155893e-06,1.4065792214439397
1,256,400,6,450,specific_cloud_ice_water_content,7.908235917967429e-06,5.656019550027895e-06,1.3981981229057856
1,256,400,6,500,specific_cloud_ice_water_content,6.4735106753312e-06,4.817655002351666e-06,1.343705739030971
1,256,400,6,550,specific_cloud_ice_water_content,5.475828725836871e-06,3.980803809296654e-06,1.375558552533732
1,256,400,6,600,specific_cloud_ice_water_content,4.544582588615777e-06,3.3726014668895825e-06,1.3475006262175018
1,256,400,6,650,specific_cloud_ice_water_content,3.8354688256760685e-06,2.8844669380874784e-06,1.3296976210859757
1,256,400,6,700,specific_cloud_ice_water_content,3.4057247060705446e-06,2.5674993548664024e-06,1.3264753892207923
1,256,400,6,750,specific_cloud_ice_water_content,3.0843439103399792e-06,2.2538395465582705e-06,1.3684842450519301
1,256,400,6,775,specific_cloud_ice_water_content,2.6980710275793215e-06,2.1856198644839124e-06,1.2344649092107394
1,256,400,6,800,specific_cloud_ice_water_content,2.8565021564780047e-06,2.159897297531843e-06,1.3225175843972699
1,256,400,6,825,specific_cloud_ice_water_content,2.725849959455528e-06,2.114584282775733e-06,1.2890713232188644
1,256,400,6,850,specific_cloud_ice_water_content,2.463346957672648e-06,1.994722956575078e-06,1.234931873397694
1,256,400,6,875,specific_cloud_ice_water_content,2.371286612808405e-06,1.7715402042323753e-06,1.3385451863543258
1,256,400,6,900,specific_cloud_ice_water_content,2.147596353554074e-06,1.560506010189548e-06,1.376217931575422
1,256,400,6,925,specific_cloud_ice_water_content,2.193660102925245e-06,1.393651179751738e-06,1.5740381343601482
1,256,400,6,950,specific_cloud_ice_water_content,2.0798198380947298e-06,1.2220703361723148e-06,1.701882270221041
1,256,400,6,975,specific_cloud_ice_water_content,1.391888332058972e-06,1.0380023373445382e-06,1.3409298630480544
1,256,400,6,1000,specific_cloud_ice_water_content,1.3526309036475765e-06,9.404953549931882e-07,1.4382111474196206
1,256,400,6,1,specific_cloud_liquid_water_content,4.753197135881448e-06,2.607430654687599e-06,1.8229428757141526
1,256,400,6,2,specific_cloud_liquid_water_content,4.723546859918366e-06,2.6116698308202425e-06,1.8086309395528952
1,256,400,6,3,specific_cloud_liquid_water_content,4.719006810751691e-06,2.5949910173011508e-06,1.818506029226862
1,256,400,6,5,specific_cloud_liquid_water_content,4.7176829480480235e-06,2.6077422040062975e-06,1.8091063375820682
1,256,400,6,7,specific_cloud_liquid_water_content,4.724469673150998e-06,2.625027431847605e-06,1.7997791626222042
1,256,400,6,10,specific_cloud_liquid_water_content,4.723935682661801e-06,2.5969440454393827e-06,1.819036375064657
1,256,400,6,20,specific_cloud_liquid_water_content,4.364784771324875e-06,2.2785213747666373e-06,1.9156216042835719
1,256,400,6,30,specific_cloud_liquid_water_content,4.196433222188217e-06,1.9447560652356706e-06,2.157819840340584
1,256,400,6,50,specific_cloud_liquid_water_content,4.626731203747474e-06,1.9026943828573445e-06,2.4316733393617036
1,256,400,6,70,specific_cloud_liquid_water_content,6.813975239152397e-06,1.5165505909421657e-06,4.493074797405325
1,256,400,6,100,specific_cloud_liquid_water_content,6.674130547499438e-06,1.5032028760004338e-06,4.4399399801956685
1,256,400,6,125,specific_cloud_liquid_water_content,3.869829883157154e-06,1.3879582471183588e-06,2.7881457465969093
1,256,400,6,150,specific_cloud_liquid_water_content,3.6315047852748895e-06,1.480373494315754e-06,2.4531003825851485
1,256,400,6,175,specific_cloud_liquid_water_content,2.7387365368271778e-06,1.6357976890769738e-06,1.6742513790764406
1,256,400,6,200,specific_cloud_liquid_water_content,2.7713525013559302e-06,1.8112852966820385e-06,1.5300474786785765
1,256,400,6,225,specific_cloud_liquid_water_content,2.2593511044880278e-06,1.6772163907512642e-06,1.3470838449629101
1,256,400,6,250,specific_cloud_liquid_water_content,2.4896267570609362e-06,1.7577519747550994e-06,1.4163697682136331
1,256,400,6,300,specific_cloud_liquid_water_content,3.2219899053103244e-06,2.2215981351880656e-06,1.450302759206076
1,256,400,6,350,specific_cloud_liquid_water_content,3.6470538930987693e-06,2.753910700547746e-06,1.324318138701222
1,256,400,6,400,specific_cloud_liquid_water_content,5.329011706856294e-06,3.771407205589865e-06,1.4130035332588309
1,256,400,6,450,specific_cloud_liquid_water_content,7.424719028994266e-06,5.561933571204527e-06,1.334916883479844
1,256,400,6,500,specific_cloud_liquid_water_content,1.0348885896392389e-05,8.249067358806768e-06,1.2545522355741026
1,256,400,6,550,specific_cloud_liquid_water_content,1.2649311771691773e-05,1.1006397365588961e-05,1.1492690434055484
1,256,400,6,600,specific_cloud_liquid_water_content,1.3495552816871375e-05,9.540017729517219e-06,1.4146255488724684
1,256,400,6,650,specific_cloud_liquid_water_content,1.4452235668107357e-05,9.543024885674254e-06,1.5144292130897286
1,256,400,6,700,specific_cloud_liquid_water_content,1.6089419924853057e-05,1.0752393249598763e-05,1.4963570947754772
1,256,400,6,750,specific_cloud_liquid_water_content,2.0269003550469416e-05,1.2409822064669506e-05,1.6333033177143472
1,256,400,6,775,specific_cloud_liquid_water_content,2.3821774645529337e-05,1.307133403266907e-05,1.822444027976929
1,256,400,6,800,specific_cloud_liquid_water_content,3.426251354530328e-05,1.4138016620359287e-05,2.4234314094640363
1,256,400,6,825,specific_cloud_liquid_water_content,5.596352609300414e-05,1.60658139419533e-05,3.483391896308743
1,256,400,6,850,specific_cloud_liquid_water_content,0.00015320705967315556,1.7874178422521548e-05,8.57141828013275
1,256,400,6,875,specific_cloud_liquid_water_content,0.0002302692763523577,1.8107670967379836e-05,12.716670010581568
1,256,400,6,900,specific_cloud_liquid_water_content,7.961184709968038e-05,1.7254756612115812e-05,4.613907277241983
1,256,400,6,925,specific_cloud_liquid_water_content,3.741705161038984e-05,1.5449699350835324e-05,2.4218627664341446
1,256,400,6,950,specific_cloud_liquid_water_content,3.065112683523538e-05,1.305610728390447e-05,2.347646673600943
1,256,400,6,975,specific_cloud_liquid_water_content,1.6929870018715044e-05,9.737965528549028e-06,1.7385428166778096
1,256,400,6,1000,specific_cloud_liquid_water_content,1.21272510596799e-05,7.395349420625011e-06,1.639848284363415
1,256,500,6,1,geopotential,2924.044083771801,30017.112690917347,0.09741256975247209
1,256,500,6,2,geopotential,1967.594578819362,20502.3884876883,0.09596904185094844
1,256,500,6,3,geopotential,1334.3399134809513,15455.170984071645,0.0863361469670018
1,256,500,6,5,geopotential,1069.9527335851465,9454.636002500229,0.11316699376921577
1,256,500,6,7,geopotential,855.7228734270119,5951.390274193691,0.1437853735013114
1,256,500,6,10,geopotential,693.5118893535613,2712.6580123551735,0.25565769300621977
1,256,500,6,20,geopotential,470.24713541486244,1383.490532900262,0.33989906272005066
1,256,500,6,30,geopotential,326.3676116843339,1782.3774993327822,0.18310801825455428
1,256,500,6,50,geopotential,386.080537960765,48.71837840567823,7.924741146880343
1,256,500,6,70,geopotential,428.9433896582064,44.25181490018717,9.693238359278958
1,256,500,6,100,geopotential,235.5099370636406,32.36684696735586,7.276270601865179
1,256,500,6,125,geopotential,188.50312221756226,27.250452833998416,6.917430817236937
1,256,500,6,150,geopotential,147.4646597313889,25.853203015822537,5.703922242870193
1,256,500,6,175,geopotential,147.0240493460476,25.879460085026363,5.681109608276352
1,256,500,6,200,geopotential,150.90914475296438,26.94857391969595,5.599893530643162
1,256,500,6,225,geopotential,144.70225872239953,27.00899913723362,5.357557234429997
1,256,500,6,250,geopotential,142.5794962318028,27.853511372988223,5.118905631771567
1,256,500,6,300,geopotential,143.2141976152949,29.16670333614647,4.910194887805805
1,256,500,6,350,geopotential,146.40489626801275,29.207937994145585,5.0125036658650135
1,256,500,6,400,geopotential,146.4892604527161,28.084448168897442,5.216027730783328
1,256,500,6,450,geopotential,145.52790207795553,26.924804839753435,5.404975187158616
1,256,500,6,500,geopotential,139.92017791428265,25.5906557844183,5.4676276799236065
1,256,500,6,550,geopotential,147.32450635082535,24.343130155875908,6.05199517923394
1,256,500,6,600,geopotential,143.09629075581606,23.777138524480296,6.01823009982837
1,256,500,6,650,geopotential,140.26001154014403,23.42100179145581,5.988642705766417
1,256,500,6,700,geopotential,153.287915796292,23.71434595430227,6.463931836521193
1,256,500,6,750,geopotential,149.4868207388517,23.925957089770304,6.247893038425858
1,256,500,6,775,geopotential,148.04273179366896,24.122567562987896,6.137105074205125
1,256,500,6,800,geopotential,155.16372622881624,24.41477679319394,6.355320285871748
1,256,500,6,825,geopotential,159.58665293519167,24.82136838384357,6.42940592425468
1,256,500,6,850,geopotential,178.7434691474786,25.2001591806623,7.092950003452357
1,256,500,6,875,geopotential,176.40848097104745,25.662939695315867,6.8740558589726355
1,256,500,6,900,geopotential,153.4044986145178,26.37463086834615,5.816365710681023
1,256,500,6,925,geopotential,149.87113215160608,27.231975129279554,5.503498421987985
1,256,500,6,950,geopotential,149.16887453970057,28.138298628468174,5.301275550071209
1,256,500,6,975,geopotential,143.10285726892076,29.473191721908822,4.855356644748645
1,256,500,6,1000,geopotential,144.03618050290848,31.291805198544278,4.603000037518103
1,256,500,6,1,temperature,6.904334107720538,8.585644145124043,0.8041719399285429
1,256,500,6,2,temperature,11.260398821950663,6.857750280841892,1.641996042551768
1,256,500,6,3,temperature,10.558857942655468,5.595503425158137,1.8870255525501818
1,256,500,6,5,temperature,7.487966693108569,4.228495628067508,1.770834677800221
1,256,500,6,7,temperature,6.562286504787856,3.497812416957201,1.8761116156413233
1,256,500,6,10,temperature,5.228242188806364,2.581661702999672,2.025146123030601
1,256,500,6,20,temperature,3.0861580587948145,2.3380640474223027,1.3199630105074664
1,256,500,6,30,temperature,3.7573820298415557,2.0263439145660045,1.854266693246047
1,256,500,6,50,temperature,1.0198649804583162,0.5925003334836259,1.7212901374451308
1,256,500,6,70,temperature,2.8430425655360825,0.5706100911703732,4.982461070228785
1,256,500,6,100,temperature,5.048188570480209,0.45749890306441693,11.034318414025602
1,256,500,6,125,temperature,4.8240333869102345,0.36691240447176915,13.147643219790362
1,256,500,6,150,temperature,1.0731477947052852,0.327471433827833,3.2770730019446184
1,256,500,6,175,temperature,0.5875031762252545,0.30621465563802763,1.9185991441237038
1,256,500,6,200,temperature,0.6957931019470782,0.31506225114522685,2.208430554336244
1,256,500,6,225,temperature,0.684419655376501,0.32288913260873686,2.1196738640499593
1,256,500,6,250,temperature,0.9491611339363021,0.31689929214080653,2.995150691326143
1,256,500,6,300,temperature,1.2150003637446654,0.31351115945525054,3.8754612941236948
1,256,500,6,350,temperature,1.2287852786254065,0.3036021504230704,4.047353672933775
1,256,500,6,400,temperature,0.5778209598694762,0.30196674989182404,1.9135251151872636
1,256,500,6,450,temperature,0.5302619309579877,0.30076424636283866,1.7630484253712975
1,256,500,6,500,temperature,0.6718728523577909,0.30229639005800685,2.222563267225477
1,256,500,6,550,temperature,1.1952252398687397,0.31002479252728576,3.85525696227519
1,256,500,6,600,temperature,1.173704877906396,0.3179765382408303,3.6911681736010693
1,256,500,6,650,temperature,2.054757751008952,0.33060825539124505,6.21508300988229
1,256,500,6,700,temperature,1.154169395230266,0.34310377892444033,3.363907558373007
1,256,500,6,750,temperature,1.585976077622543,0.36546232228631653,4.339643188662363
1,256,500,6,775,temperature,0.8326620190726136,0.3751180538068075,2.2197332562976277
1,256,500,6,800,temperature,1.2701085114802224,0.39138594820423345,3.245156136309352
1,256,500,6,825,temperature,1.6351913570694967,0.4166086232846167,3.9250060264652142
1,256,500,6,850,temperature,3.8199733815939014,0.4357134643717728,8.767168549867229
1,256,500,6,875,temperature,3.8833634126092034,0.4444190285900196,8.738067370629262
1,256,500,6,900,temperature,1.5407955835214235,0.44668719440069277,3.4493838257187206
1,256,500,6,925,temperature,1.4909960144459715,0.4469750334402169,3.3357478671018277
1,256,500,6,950,temperature,1.2328413565813008,0.4578317390549868,2.692782634786343
1,256,500,6,975,temperature,1.419726805411931,0.4764615387155689,2.979730135698233
1,256,500,6,1000,temperature,1.4708854707318992,0.49038267063452684,2.9994646198012225
1,256,500,6,1,u_component_of_wind,28.427197572227843,27.204844325386265,1.0449314553033828
1,256,500,6,2,u_component_of_wind,19.93086881715627,22.446676899018403,0.8879206889652272
1,256,500,6,3,u_component_of_wind,16.057504936615164,17.96488830999068,0.8938271510257719
1,256,500,6,5,u_component_of_wind,15.976991069933307,12.295344974765397,1.29943414379377
1,256,500,6,7,u_component_of_wind,12.167144426695163,9.294833048770784,1.3090223743506868
1,256,500,6,10,u_component_of_wind,10.473631225650093,7.639593738633105,1.3709670414390467
1,256,500,6,20,u_component_of_wind,9.522264736320967,5.407237474167488,1.7610221082045299
1,256,500,6,30,u_component_of_wind,7.3307824053865875,4.887009149787574,1.5000549785557977
1,256,500,6,50,u_component_of_wind,8.727114823331386,1.0080882920647531,8.657093720884928
1,256,500,6,70,u_component_of_wind,2.959270506853104,0.9873005182055209,2.997335109508257
1,256,500,6,100,u_component_of_wind,4.221257263223957,0.9996051790556035,4.222924562287754
1,256,500,6,125,u_component_of_wind,5.960152779630629,0.9860765232044753,6.044310597986641
1,256,500,6,150,u_component_of_wind,4.174981683133613,1.008586578339923,4.1394380738294165
1,256,500,6,175,u_component_of_wind,3.2798940192458983,1.0400778167887839,3.1535082916896497
1,256,500,6,200,u_component_of_wind,10.397409303713044,1.0819338724505698,9.610022912179478
1,256,500,6,225,u_component_of_wind,5.503161887643269,1.1608111637816696,4.740789940127012
1,256,500,6,250,u_component_of_wind,4.096923334386565,1.2270676950135933,3.33879161763865
1,256,500,6,300,u_component_of_wind,10.440934311224993,1.2830383898066335,8.137663217387084
1,256,500,6,350,u_component_of_wind,9.386676604748386,1.2326156977467604,7.615249928998446
1,256,500,6,400,u_component_of_wind,4.265102753769653,1.156851315813363,3.686820160437756
1,256,500,6,450,u_component_of_wind,2.4658916764456724,1.0782033970540394,2.287037569333574
1,256,500,6,500,u_component_of_wind,1.7448035596845326,1.0116793591201603,1.7246606288399098
1,256,500,6,550,u_component_of_wind,2.761453690718704,0.9726858959108473,2.838998388203018
1,256,500,6,600,u_component_of_wind,2.182581641828703,0.9395080895405804,2.3231110685763077
1,256,500,6,650,u_component_of_wind,4.451616142079505,0.9249772579484165,4.812676315905445
1,256,500,6,700,u_component_of_wind,3.2694150094467562,0.9065132547455201,3.60658268627805
1,256,500,6,750,u_component_of_wind,1.9293469103790533,0.891739235815678,2.1635774595185
1,256,500,6,775,u_component_of_wind,2.091088758663887,0.8804262263120204,2.3750868569910266
1,256,500,6,800,u_component_of_wind,2.9872142439766214,0.8758255989947605,3.410740959621679
1,256,500,6,825,u_component_of_wind,2.2786115365234867,0.871877105839213,2.613454948252416
1,256,500,6,850,u_component_of_wind,2.642475976000268,0.8621702091975713,3.0649121806929998
1,256,500,6,875,u_component_of_wind,4.032622303003925,0.8469161548081213,4.761536641035691
1,256,500,6,900,u_component_of_wind,3.3136819859269617,0.8358403242679547,3.964491649561355
1,256,500,6,925,u_component_of_wind,2.3856298740677206,0.8269162330630735,2.8849716315651954
1,256,500,6,950,u_component_of_wind,2.6878118403687137,0.8123438089459414,3.3087121619801474
1,256,500,6,975,u_component_of_wind,2.3186247527283634,0.772936429394987,2.999761254031277
1,256,500,6,1000,u_component_of_wind,2.7450993204094964,0.706530603585151,3.8853225981720088
1,256,500,6,1,v_component_of_wind,12.819078784394193,10.217615421462448,1.2546057231188485
1,256,500,6,2,v_component_of_wind,9.413981104874773,8.013975230005627,1.174695558033084
1,256,500,6,3,v_component_of_wind,8.264626616487627,6.99604354491347,1.1813286414571404
1,256,500,6,5,v_component_of_wind,6.574694295184649,5.856882113139169,1.1225587553546894
1,256,500,6,7,v_component_of_wind,5.833041012171271,5.04879805780746,1.1553326049852712
1,256,500,6,10,v_component_of_wind,5.565030247555663,4.212054649797571,1.3212151100231133
1,256,500,6,20,v_component_of_wind,5.896536359566872,3.132682837034625,1.8822640740575225
1,256,500,6,30,v_component_of_wind,4.579176073498844,2.934383552770658,1.5605240389161688
1,256,500,6,50,v_component_of_wind,5.7654332262069365,1.0162184764490427,5.673419013550123
1,256,500,6,70,v_component_of_wind,17.529497592275554,1.0146993114070182,17.275558774124452
1,256,500,6,100,v_component_of_wind,9.393861646032065,1.0124299104952352,9.278530344324784
1,256,500,6,125,v_component_of_wind,7.224572230896064,0.9845476252423212,7.3379611566458465
1,256,500,6,150,v_component_of_wind,7.142990527688488,0.990590970267721,7.210837512235746
1,256,500,6,175,v_component_of_wind,4.642819167388417,1.0026061549574068,4.630750713460018
1,256,500,6,200,v_component_of_wind,2.1767037247551935,1.0506483400486595,2.0717719162382937
1,256,500,6,225,v_component_of_wind,3.0235635971433643,1.1539458111821337,2.6201954787165813
1,256,500,6,250,v_component_of_wind,7.407633017186382,1.2472675204999661,5.93908916526347
1,256,500,6,300,v_component_of_wind,14.422549963014713,1.347740651303455,10.701279915439276
1,256,500,6,350,v_component_of_wind,5.666077553915061,1.3290593707296534,4.263223809786906
1,256,500,6,400,v_component_of_wind,5.216837440299865,1.2521074225075,4.166445583281107
1,256,500,6,450,v_component_of_wind,2.9294087093354335,1.1675815532403064,2.5089542578037936
